135,0,FHD 1080p,Sora no Woto,13,1,0,7783857683,1,Sora no Woto,2014-11-16,,,5,47,11,Elysium,,
136,0,FHD 1080p,Suzumiya Haruhi-chan no Yuuutsu,25,0,0,4798949167,0,Suzumiya Haruhi no Yuuutsu,2012-10-22,,,,,,,,
137,0,FHD 1080p,Sword Art Online,25,1,0,32904117049,1,Sword Art Online,2014-05-11,Summer,2012,11,33,55,,,
138,0,FHD 1080p,Tamako Market,12,0,6,10951028615,1,Tamako Market,2014-04-04,Winter,2013,5,5,53,,,
139,0,FHD 1080p,Tamako Love Story,1,0,0,2906899030,0,Tamako Market,2014-11-06,Spring,2014,1,23,42,Coalgirls,,
140,0,FHD 1080p,To LOVE-Ru - Motto To LOVE-Ru (Season 2),12,0,0,21757774737,2,To LOVE-Ru,2015-04-27,,,4,45,21,Zurako,,
141,0,FHD 1080p,To LOVE-Ru - To LOVE-Ru Darkness (Season 3),12,1,0,34692739398,3,To LOVE-Ru,2016-01-29,Fall,2012,5,12,34,Zurako,To Love-Ru Trouble Darkness,
142,0,FHD 1080p,Tokyo Ghoul,12,0,0,6828368596,1,Tokyo Ghoul,2016-01-22,Summer,2014,4,19,41,Coalgirls,,
143,0,FHD 1080p,Trinity Seven,12,0,0,13885235518,1,Trinity Seven,2016-04-24,Fall,2014,4,46,45,BlurayDesuYo,,
144,0,FHD 1080p,Vividred Operation,12,0,0,19472436376,1,Vividred Operation,2015-02-19,Winter,2013,4,55,7,AtoZ,,
145,0,FHD 1080p,Yahari Ore no Seishun Love Come wa Machigatteiru,13,0,0,20087115617,1,Yahari Ore no Seishun Love Come wa Machigatteiru,2016-02-17,Spring,2013,5,13,50,Coalgirls,Oregairu,
146,0,FHD 1080p,Yamada-kun to 7-nin no Majo,12,0,0,11631890879,1,Yamada-kun to 7-nin no Majo,2016-04-14,Spring,2015,4,56,33,SallySubs,,
147,0,FHD 1080p,Yosuga no Sora - In Soltitude We are Alone,12,0,0,9075183056,1,Yosuga no Sora - In Soltitude We are Alone,2012-09-07,Fall,2010,,,,,,
148,0,FHD 1080p,Yuru Yuri,12,0,1,6507550892,1,Yuru Yuri,2013-05-03,Summer,2011,4,49,58,,,
149,0,FHD 1080p,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita,12,0,0,19969803617,1,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita,2016-06-15,Fall,2013,4,44,24,FFF,YuuShibu,
150,0,HD 720p,Rinne no Lagrange,12,0,0,4793416341,1,Rinne no Lagrange,2013-12-19,Winter,2012,4,45,27,,,
151,0,HD 720p,Rinne no Lagrange Season 2,12,0,0,4362094233,2,Rinne no Lagrange,2014-01-15,Summer,2012,4,43,38,,,
152,0,HD 720p,Robotics;Notes,22,0,0,9598752007,1,Robotics;Notes,2014-04-20,Fall,2012,8,24,15,,,
153,0,HD 720p,Ro-Kyu-Bu!,12,0,0,7768519601,1,Ro-Kyu-Bu!,2013-11-15,Summer,2011,4,44,12,,,
154,0,HD 720p,Ro-Kyu-Bu! SS,12,0,0,4525450045,2,Ro-Kyu-Bu!,2014-02-24,,,4,44,19,,,
155,0,HD 720p,Rosario + Vampire,13,0,0,4811666333,1,Rosario + Vampire,2013-10-20,,,5,24,43,,,
156,0,HD 720p,Rosario + Vampire Capu2,13,0,0,4587508868,2,Rosario + Vampire,2013-11-12,,,4,44,55,,,
157,0,HD 720p,Ryuugajou Nanana no Maizoukin,11,0,0,3014955723,1,Ryuugajou Nanana no Maizoukin,2014-11-28,Spring,2014,4,12,59,FFF,,FHD 1080p
158,0,HD 720p,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",12,0,0,4580559730,1,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",2014-06-11,Winter,2014,4,43,59,Doutei,ImoCho,
159,0,HD 720p,Saki,25,0,7,12273859775,1,Saki,2014-03-23,,,10,56,34,,,
160,0,HD 720p,Saki - Zenkoku-hen,13,0,0,18486763327,3,Saki,2014-09-21,Winter,2014,5,10,33,Underwater-FFF,,
161,0,HD 720p,Sakura Trick,12,0,0,3682119967,1,Sakura Trick,2014-09-28,Winter,2014,4,49,35,,,
162,0,HD 720p,Sakurasou no Pet na Kanojo,24,0,0,8125138596,1,Sakurasou no Pet na Kanojo,2013-11-04,,,9,28,48,,,
163,0,HD 720p,Sankarea,13,0,0,3421382399,1,Sankarea,2013-07-15,Spring,2012,5,13,16,,,
164,0,HD 720p,Sasami-san@Ganbaranai,12,0,0,4305692659,1,Sasami-san@Ganbaranai,2014-06-22,Winter,2013,4,49,49,,,
165,0,HD 720p,Seikon no Quaser,24,1,16,12975329363,1,Seikon no Quaser,2015-04-28,,,10,30,45,Doki,,
166,0,HD 720p,Sekimatsu Occult Academy,13,0,0,4123221631,1,Sekimatsu Occult Academy,2015-09-04,,,5,16,36,HorribleSubs,Sekimatsu Occult Gakuen,
167,0,HD 720p,selector infected WIXOSS,12,0,0,5940611884,1,selector infected WIXOSS,2014-12-08,Spring,2014,4,44,3,Asenshi,,BD
168,0,HD 720p,Shakugan no Shana,24,0,3,8832724911,1,Shakugan no Shana,2014-05-26,,,10,10,17,,,
169,0,HD 720p,Shakugan no Shana Second,24,0,0,5950153577,2,Shakugan no Shana,2014-06-05,,,9,45,16,,,
170,0,HD 720p,Shingeki no Kyojin,25,2,1,13644469986,1,Shingeki no Kyojin,2015-03-17,Spring,2013,11,16,10,Commie,,
171,0,HD 720p,Shirobako,24,0,0,5308574781,1,Shirobako,2015-05-08,Fall,2014,9,52,15,Cthuko,SHIROBAKO,BD
172,0,HD 720p,Shokugeki no Souma Ni no Sara,13,0,0,6066281136,2,Shokugeki no Souma,2016-10-30,,,5,14,4,FFF,,FHD 1080p
173,0,HD 720p,SKET Dance,77,0,0,10021050239,1,SKET Dance,2014-12-29,,,31,16,22,,,
174,0,HD 720p,Soredemo Sekai wa Utsukushii,12,0,0,3337346490,1,Soredemo Sekai wa Utsukushii,2015-04-01,Spring,2014,4,34,11,Chihiro,,BD
175,0,HD 720p,Steins;Gate,25,0,0,12177124635,1,Steins;Gate,2015-07-31,,,8,59,59,WhyNot,,
176,0,HD 720p,Stella Jogakuin Koutouka C3-bu,13,0,0,4622496609,1,Stella Jogakuin Koutouka C3-bu,2014-11-07,Summer,2013,5,13,33,Vivid,,
177,0,HD 720p,Strike Witches 2,12,0,0,9131623358,2,Strike Witches,2013-11-05,,,4,55,49,,,
178,0,HD 720p,Sukitte Ii na yo.,13,0,0,4389041962,1,Sukitte Ii na yo.,2014-06-13,,,5,7,5,,,
179,0,HD 720p,Suzumiya Haruhi no Shoushitsu (Movie),1,0,0,3657802297,0,Suzumiya Haruhi no Yuuutsu,2013-01-08,,,,,,,,
180,0,HD 720p,Suzumiya Haruhi no Yuuutsu,28,0,0,9756508712,1,Suzumiya Haruhi no Yuuutsu,2013-01-05,,,,,,,,
181,0,HD 720p,Tari Tari,13,0,0,4015054469,1,Tari Tari,2012-11-11,Summer,2012,,,,,,
182,0,HD 720p,Tasogare Otome x Amnesia,12,0,0,4154341278,1,Tasogare Otome x Amnesia,2013-08-24,Spring,2012,4,44,40,,,
183,0,HD 720p,Teekyuu,12,0,0,345515727,1,Teekyuu,2015-06-03,Fall,2012,0,26,14,HorribleSubs,,
184,0,HD 720p,Teekyuu S2,12,2,0,798278740,2,Teekyuu,2015-05-20,Summer,2013,0,27,35,Commie,,
185,0,HD 720p,Teekyuu S3,12,2,0,767489442,3,Teekyuu,2015-05-20,,,0,27,59,Commie,,
186,0,HD 720p,The iDOLM@STER,26,0,0,9536090081,1,The iDOLM@STER,2013-08-18,Summer,2011,10,36,20,,,
187,0,HD 720p,To Aru Kagaku no Railgun,24,0,0,7390628383,1,To Aru Kagaku no Railgun,2013-03-30,,,9,31,54,,,
188,0,HD 720p,To Aru Kagaku no Railgun S,24,0,0,11877713651,2,To Aru Kagaku no Railgun,2015-06-19,Spring,2013,9,28,20,UTW-Mazui,,BD 1080p
189,0,HD 720p,To LOVE-Ru,26,6,0,14583528842,1,To LOVE-Ru,2015-04-12,Fall,2010,12,59,6,Final8,,
190,0,HD 720p,Toaru Majutsu no Index,24,0,0,8410225116,1,Toaru Majutsu no Index,2013-09-08,,,9,28,39,,,
191,0,HD 720p,Toaru Majutsu no Index II,24,0,0,8650753915,2,Toaru Majutsu no Index,2013-10-13,Fall,2010,9,28,44,,,
192,0,HD 720p,Toaru Majutsu no Index-tan,2,0,0,189061986,0,Toaru Majutsu no Index,2013-09-08,,,0,15,36,,,
