1,0,FHD 1080p,Kami Nomi zo Shiru Sekai,12,0,0,12780605656,1,Kami Nomi zo Shiru Sekai,,Kami Nomi zo Shiru Sekai II,,2014-04-03,Fall,2010,4,44,56,,KamiNomi,,1,0,0,0,0
2,0,FHD 1080p,Kami Nomi zo Shiru Sekai II,12,0,0,9697671057,2,Kami Nomi zo Shiru Sekai,Kami Nomi zo Shiru Sekai,,,2015-03-15,,,4,43,54,,KamiNomi II,,1,0,0,0,0
3,0,FHD 1080p,Kampfer,12,2,0,9027296173,1,Kampfer,,,,2015-03-06,Fall,2009,5,2,51,Coalgirls,Kampfer fur die Liebe,,1,0,0,0,0
4,0,FHD 1080p,Kiniro Mosaic,12,0,0,8104821238,1,Kiniro Mosaic,,,,2015-02-28,,,4,42,45,FFF,KinMoza,,1,0,0,0,0
5,0,FHD 1080p,Koi to Senkyo to Chocolate,13,0,0,19552073210,1,Koi to Senkyo to Chocolate,,,,2016-02-27,Summer,2012,5,15,7,FFF,KoiSenkyo,,1,0,0,0,0
6,0,FHD 1080p,K-On! Movie - Eiga K-On!,1,0,0,3160175258,0,K-On!,K-On!,,,2013-01-25,Fall,2011,,,,,,,1,0,0,0,0
7,0,FHD 1080p,Kotoura-san,12,0,0,6097715390,1,Kotoura-san,,,,2015-04-12,Winter,2013,4,44,24,Hatsuyuki,,,1,0,0,0,0
8,0,FHD 1080p,Little Busters! Refrain,13,0,0,7391556278,2,Little Busters!,Little Busters!,,,2014-04-08,Fall,2013,5,7,56,,,,1,0,0,0,0
9,0,FHD 1080p,Minami-ke Tadaima (Season 4),13,0,0,8893366380,4,Minami-ke,Minami-ke Okaeri (Season 3),,,2015-05-19,,,5,6,36,FFF,,,1,0,0,0,0
10,0,FHD 1080p,Mirai Nikki,26,0,0,32872296460,1,Mirai Nikki,,,,2013-03-10,Fall,2011,10,36,32,,,,1,0,0,0,0
11,0,FHD 1080p,MM!,12,0,9,21496101847,1,MM!,,,,2014-04-12,Fall,2010,5,2,4,,,,1,0,0,0,0
12,0,FHD 1080p,Mondaijitachi ga Isekai Kara Kuru Sou Desu yo,10,1,0,8081890097,1,Mondaijitachi ga Isekai Kara Kuru Sou Desu yo,,,,2015-02-13,Winter,2013,4,21,13,Commie,,,1,0,0,0,0
13,0,FHD 1080p,Monogatari Series - Bakemonogatari (Season 1),15,0,0,13564258520,1,Monogatari Series - Bakemonogatari (Season 1),,Monogatari Series - Nisemonogatari (Season 2),,2015-04-23,Summer,2009,6,19,18,ANE,,,1,0,0,0,0
14,0,FHD 1080p,Monogatari Series - Nisemonogatari (Season 2),11,0,0,11465605176,2,Monogatari Series - Bakemonogatari (Season 1),Monogatari Series - Bakemonogatari (Season 1),,,2015-05-12,,,4,20,52,Coalgirls,,,1,0,0,0,0
15,0,FHD 1080p,Natsuiro Kiseki,12,1,0,14553369461,1,Natsuiro Kiseki,,,,2016-04-24,Spring,2012,5,3,53,FFF,,,1,0,0,0,0
16,0,FHD 1080p,Nisekoi,20,1,0,15850016027,1,Nisekoi,,Nisekoi Second Season,,2016-02-28,Winter,2014,7,39,38,Coalgirls,,,1,0,0,0,0
17,0,FHD 1080p,Nisekoi Second Season,12,0,0,9392851902,2,Nisekoi,Nisekoi,,,2016-01-24,Spring,2015,4,17,25,Coalgirls,Nisekoi:,,1,0,0,0,0
18,0,FHD 1080p,No Game No Life,12,0,6,33467813443,1,No Game No Life,,,,2016-02-13,Spring,2014,5,4,9,Coalgirls,NGNL,,1,0,0,0,0
19,0,FHD 1080p,Non Non Biyori,12,0,0,6892821396,1,Non Non Biyori,,,,2014-06-05,Fall,2013,4,47,35,,,,1,0,0,0,0
20,0,FHD 1080p,Oda Nobuna no Yabou,12,0,0,13289369158,1,Oda Nobuna no Yabou,,,,2016-04-15,,,4,48,58,FFF,,,1,0,0,0,0
21,0,FHD 1080p,Ookami-san to Shichinin no Nakama-tachi,12,0,0,4818218700,1,Ookami-san to Shichinin no Nakama-tachi,,,,2014-04-15,Summer,2010,4,44,12,,,,1,0,0,0,0
22,0,FHD 1080p,Ore no Imouto ga Konnani Kawaii Wake ga Nai Second Season,16,0,0,13273149341,2,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Ore no Imouto ga Konnani Kawaii Wake ga Nai,,,2016-01-27,Spring,2013,6,32,56,Coalgirls,OreImo.,,1,0,0,0,0
23,0,FHD 1080p,Ore no Nounai Sentakushi ga Gakuen Love Comedy wo Zenryoku de Jamashiteru,10,0,0,12915404039,1,Ore no Nounai Sentakushi ga Gakuen Love Comedy wo Zenryoku de Jamashiteru,,,,2015-04-15,Fall,2013,4,5,55,FFF,NouCome,,1,0,0,0,0
24,0,FHD 1080p,"Ore, Twintail ni Narimasu",12,0,0,6604812827,1,"Ore, Twintail ni Narimasu",,,,2016-03-07,Fall,2014,4,13,32,Coalgirls,OreTwi,,1,0,0,0,0
25,0,FHD 1080p,Outbreak Company,12,0,0,9060174840,1,Outbreak Company,,,,2015-04-03,Fall,2013,4,49,50,Doki,,,1,0,0,0,0
26,0,FHD 1080p,Princess Lover!,12,0,18,12054018540,1,Princess Lover!,,,,2014-04-27,,,5,57,38,,,,1,0,0,0,0
27,0,FHD 1080p,Puella Magi Madoka Magica,12,0,0,10050331879,1,Puella Magi Madoka Magica,,,,2013-04-02,,,4,55,58,,,,1,0,0,0,0
28,0,FHD 1080p,Puella Magi Madoka Magica Movies,1,0,0,2513965439,1,Puella Magi Madoka Magica Movies,,,,2014-12-05,,,1,56,38,ReinWeiss,,,1,0,0,0,0
29,0,HD 720p,Joshiraku,13,1,0,3849568040,1,Joshiraku,,,,2015-04-29,,,5,35,52,gg,,,1,0,0,0,0
30,0,HD 720p,K,13,0,0,4289938905,1,K,,,,2013-08-01,,,5,17,35,,,,1,0,0,0,0
31,0,HD 720p,Kaichou wa Maid-sama!,26,1,1,8450070047,1,Kaichou wa Maid-sama!,,,,2013-08-17,Spring,2010,11,1,37,,,,1,0,0,0,0
32,0,HD 720p,Kamisama Dolls,13,0,0,4616293384,1,Kamisama Dolls,,,,2014-07-20,Summer,2011,5,9,44,,,,1,0,0,0,0
33,0,HD 720p,Kami-sama Hajimemashita,13,0,0,4261331962,1,Kami-sama Hajimemashita,,,,2013-03-25,,,5,14,55,,,,1,0,0,0,0
34,0,HD 720p,Kamisama no Inai Nichiyoubi,12,0,0,4442742278,1,Kamisama no Inai Nichiyoubi,,,,2015-04-17,Summer,2013,4,44,31,Vivid,,,1,0,0,0,0
